"RUN", "SEED", "MPV", "MPE", "MPT", "LAV", "LAE", "LAT", "M2V", "M2E", "M2T", "RFV", "RFE", "RFT", "RHV", "RHE", "RHT", "RXV", "RXE", "RXT", "RYV", "RYE", "RYT", "RZV", "RZE", "RZT", "CRV", "CRE", "CRT"
 1,  25944849203584, 1.89187441406250000e+04, 0.00000000000000000e+00, 10745259972110, 4.09600000000000000e+03, 1.31448672444377411e+07, 21075030269, 1.89187441406250000e+04, 0.00000000000000000e+00, 139546594072, 1.89187441406250000e+04, 0.00000000000000000e+00, 100443302932, , , , 1.89187441406250000e+04, 0.00000000000000000e+00, 19361571878, 1.89187421875000000e+04, 1.73203885820496506e+00, 10383202804, 1.89187441406250000e+04, 0.00000000000000000e+00, 9107051393, 4.09599951171875000e+03, 1.31448676774474550e+07, 135528530909
 2, 153077598009512, 1.89183554687500000e+04, 0.00000000000000000e+00, 10746392672906, 4.09600000000000000e+03, 1.31447926189342812e+07, 21071254855, 1.89183554687500000e+04, 0.00000000000000000e+00, 139551265487, 1.89183554687500000e+04, 0.00000000000000000e+00, 100435814198, , , , 1.89183554687500000e+04, 0.00000000000000000e+00, 19365205284, 1.89183554687500000e+04, 0.00000000000000000e+00, 10386641761, 1.89183574218750000e+04, 1.73207444241796416e+00, 9089021870, 4.09599951171875000e+03, 1.31447930519528929e+07, 135515037949
 3,  39162661063339, 1.89184296875000000e+04, 0.00000000000000000e+00, 10749686410487, 4.09600000000000000e+03, 1.31448068692672774e+07, 21122382670, 1.89184296875000000e+04, 0.00000000000000000e+00, 139787341692, 1.89184296875000000e+04, 0.00000000000000000e+00, 100620381436, , , , 1.89184296875000000e+04, 0.00000000000000000e+00, 19423086666, 1.89184296875000000e+04, 0.00000000000000000e+00, 10428887763, 1.89184296875000000e+04, 0.00000000000000000e+00, 9109509632, 4.09599951171875000e+03, 1.31448073022841904e+07, 135710520901
 4, 193905104641114, 1.89182832031250000e+04, 0.00000000000000000e+00, 10746737434651, 4.09600000000000000e+03, 1.31447787435026113e+07, 21078529174, 1.89182832031250000e+04, 0.00000000000000000e+00, 139589016492, 1.89182832031250000e+04, 0.00000000000000000e+00, 100462503291, , , , 1.89182832031250000e+04, 0.00000000000000000e+00, 19366842256, 1.89182851562500000e+04, 1.73208105873937046e+00, 10379299104, 1.89182832031250000e+04, 0.00000000000000000e+00, 9013394410, 4.09599951171875000e+03, 1.31447791765228771e+07, 135546448813
 5, 125289815541128, 1.89184570312500000e+04, 0.00000000000000000e+00, 10747064219767, 4.09600000000000000e+03, 1.31448121193617750e+07, 21076987782, 1.89184570312500000e+04, 0.00000000000000000e+00, 139576728948, 1.89184570312500000e+04, 0.00000000000000000e+00, 100456732095, , , , 1.89184570312500000e+04, 0.00000000000000000e+00, 19372047875, 1.89184550781250000e+04, 1.73206514388953403e+00, 10392201017, 1.89184570312500000e+04, 0.00000000000000000e+00, 9086657726, 4.09599951171875000e+03, 1.31448125523780622e+07, 135558758919
 6, 271689591534628, 1.89189316406250000e+04, 0.00000000000000000e+00, 10754037025502, 4.09600000000000000e+03, 1.31449032435842361e+07, 21081540082, 1.89189316406250000e+04, 0.00000000000000000e+00, 139573071206, 1.89189316406250000e+04, 0.00000000000000000e+00, 100459609094, , , , 1.89189316406250000e+04, 0.00000000000000000e+00, 19390617145, 1.89189316406250000e+04, 0.00000000000000000e+00, 10396711480, 1.89189316406250000e+04, 0.00000000000000000e+00, 9004670420, 4.09599951171875000e+03, 1.31449036765896603e+07, 135554611837
 7, 149243941829742, 1.89184121093750000e+04, 0.00000000000000000e+00, 10747815446162, 4.09600000000000000e+03, 1.31448034941985141e+07, 21076949533, 1.89184140625000000e+04, 1.73206925668787237e+00, 139575476414, 1.89184140625000000e+04, 1.73206925668787237e+00, 100457911280, , , , 1.89184121093750000e+04, 0.00000000000000000e+00, 19371507697, 1.89184121093750000e+04, 0.00000000000000000e+00, 10392296618, 1.89184121093750000e+04, 0.00000000000000000e+00, 9033816100, 4.09599951171875000e+03, 1.31448039272158295e+07, 135542476183
 8, 153477789009873, 1.89183710937500000e+04, 0.00000000000000000e+00, 10749218408488, 4.09600000000000000e+03, 1.31447956190136783e+07, 21080014857, 1.89183710937500000e+04, 0.00000000000000000e+00, 139595702702, 1.89183710937500000e+04, 0.00000000000000000e+00, 100475801571, , , , 1.89183710937500000e+04, 0.00000000000000000e+00, 19378855928, 1.89183691406250000e+04, 1.73207301186863050e+00, 10403506813, 1.89183691406250000e+04, 1.73207301186863050e+00, 9042824497, 4.09599951171875000e+03, 1.31447960520319305e+07, 135549184565
 9, 102464862945811, 1.89183789062500000e+04, 0.00000000000000000e+00, 10747169474961, 4.09600000000000000e+03, 1.31447971190515179e+07, 21078219177, 1.89183789062500000e+04, 0.00000000000000000e+00, 139580740348, 1.89183789062500000e+04, 0.00000000000000000e+00, 100463201835, , , , 1.89183789062500000e+04, 0.00000000000000000e+00, 19372217587, 1.89183789062500000e+04, 0.00000000000000000e+00, 10389934851, 1.89183789062500000e+04, 0.00000000000000000e+00, 9007737477, 4.09599951171875000e+03, 1.31447975520695914e+07, 135547901811
10, 264156136387528, 1.89190273437500000e+04, 0.00000000000000000e+00, 10747005802737, 4.09600000000000000e+03, 1.31449216178735401e+07, 21072873765, 1.89190292968750000e+04, 1.73201293093035669e+00, 139562116041, 1.89190292968750000e+04, 1.73201293093035669e+00, 100449160579, , , , 1.89190292968750000e+04, 1.73201293093035669e+00, 19370346163, 1.89190292968750000e+04, 1.73201293093035669e+00, 10385366915, 1.89190273437500000e+04, 0.00000000000000000e+00, 8964696017, 4.09599951171875000e+03, 1.31449220508767739e+07, 135534437828
11,  48209008984770, 1.89188203125000000e+04, 0.00000000000000000e+00, 10747159661474, 4.09600000000000000e+03, 1.31448818691770639e+07, 21115366457, 1.89188183593750000e+04, 1.73203188458582713e+00, 139807178381, 1.89188183593750000e+04, 1.73203188458582713e+00, 100629402592, , , , 1.89188203125000000e+04, 0.00000000000000000e+00, 19409241301, 1.89188183593750000e+04, 1.73203188458582713e+00, 10421501815, 1.89188183593750000e+04, 1.73203188458582713e+00, 9230952774, 4.09599951171875000e+03, 1.31448823021850344e+07, 135763130131
12,    926644888384, 1.89186230468750000e+04, 0.00000000000000000e+00, 10744726621473, 4.09600000000000000e+03, 1.31448439946097266e+07, 21083580316, 1.89186230468750000e+04, 0.00000000000000000e+00, 139614297292, 1.89186230468750000e+04, 0.00000000000000000e+00, 100486760274, , , , 1.89186230468750000e+04, 0.00000000000000000e+00, 19373933713, 1.89186230468750000e+04, 0.00000000000000000e+00, 10385382050, 1.89186210937500000e+04, 1.73204994458688444e+00, 9063424730, 4.09599951171875000e+03, 1.31448444276222121e+07, 135582551028
13, 269742808093568, 1.89187441406250000e+04, 0.00000000000000000e+00, 10748790805583, 4.09600000000000000e+03, 1.31448672444377411e+07, 21072869656, 1.89187441406250000e+04, 0.00000000000000000e+00, 139563917994, 1.89187441406250000e+04, 0.00000000000000000e+00, 100451701831, , , , 1.89187441406250000e+04, 0.00000000000000000e+00, 19374824411, 1.89187441406250000e+04, 0.00000000000000000e+00, 10389176939, 1.89187441406250000e+04, 0.00000000000000000e+00, 8981818213, 4.09599951171875000e+03, 1.31448676774474550e+07, 135526595987
14, 133140834589919, 1.89185957031250000e+04, 0.00000000000000000e+00, 10756760276563, 4.09600000000000000e+03, 1.31448387446073703e+07, 21106920902, 1.89185957031250000e+04, 0.00000000000000000e+00, 139706910282, 1.89185957031250000e+04, 0.00000000000000000e+00, 100590496207, , , , 1.89185957031250000e+04, 0.00000000000000000e+00, 19423536516, 1.89185957031250000e+04, 0.00000000000000000e+00, 10405338225, 1.89185957031250000e+04, 0.00000000000000000e+00, 8483579072, 4.09599951171875000e+03, 1.31448391776204817e+07, 135684166111
15,    948814433127, 1.89183593750000000e+04, 0.00000000000000000e+00, 10745548715598, 4.09600000000000000e+03, 1.31447933689545952e+07, 21070224142, 1.89183593750000000e+04, 0.00000000000000000e+00, 139537761493, 1.89183593750000000e+04, 0.00000000000000000e+00, 100505898248, , , , 1.89183593750000000e+04, 0.00000000000000000e+00, 19368064400, 1.89183593750000000e+04, 0.00000000000000000e+00, 10380329154, 1.89183593750000000e+04, 0.00000000000000000e+00, 9084370993, 4.09599951171875000e+03, 1.31447938019731157e+07, 135516833459
