"RUN", "SEED", "MPV", "MPE", "MPT", "LAV", "LAE", "LAT", "MKV", "MKE", "MKT", "M2V", "M2E", "M2T", "RFV", "RFE", "RFT", "RHV", "RHE", "RHT", "RXV", "RXE", "RXT", "RYV", "RYE", "RYT", "RZV", "RZE", "RZT", "CRV", "CRE", "CRT"
21,  74576340801069, 1.89181445312500000e+04, 0.00000000000000000e+00, 550519089021, 4.09600000000000000e+03, 1.31447521173773929e+07, 1199040276, 1.89181445312500000e+04, 0.00000000000000000e+00, 315684226, 1.89181425781250000e+04, 1.73209375506525332e+00,  9907613249, 1.89181425781250000e+04, 1.73209375506525332e+00, 7197136570, 1.89181425781250000e+04, 1.73209375506525332e+00, 10524809769, 1.89181445312500000e+04, 0.00000000000000000e+00, 1736431213, 1.89181445312500000e+04, 0.00000000000000000e+00,  987624393, 1.89181445312500000e+04, 0.00000000000000000e+00, 846367665, 4.09599951171875000e+03, 1.31447525504008327e+07, 8027600924
22, 131770223446223, 1.89189726562500000e+04, 0.00000000000000000e+00, 538843135190, 4.09600000000000000e+03, 1.31449111183024142e+07, 1195843462, 1.89189726562500000e+04, 0.00000000000000000e+00, 312008613, 1.89189726562500000e+04, 0.00000000000000000e+00,  9911666302, 1.89189726562500000e+04, 0.00000000000000000e+00, 7201579235, 1.89189746093750000e+04, 1.73201793751601452e+00, 10534324155, 1.89189707031250000e+04, 1.73201793751601452e+00, 1704301858, 1.89189726562500000e+04, 0.00000000000000000e+00,  984763712, 1.89189726562500000e+04, 0.00000000000000000e+00, 843542153, 4.09599951171875000e+03, 1.31449115513068996e+07, 8033284785
23, 148678105992986, 1.89184394531250000e+04, 0.00000000000000000e+00, 570767484230, 4.09600000000000000e+03, 1.31448087443027701e+07, 1199406983, 1.89184394531250000e+04, 0.00000000000000000e+00, 310981000, 1.89184394531250000e+04, 0.00000000000000000e+00,  9919704527, 1.89184394531250000e+04, 0.00000000000000000e+00, 7209691001, 1.89184375000000000e+04, 1.73206675324307957e+00, 10646600355, 1.89184375000000000e+04, 1.73206675324307957e+00, 1707588460, 1.89184375000000000e+04, 1.73206675324307957e+00,  987481052, 1.89184394531250000e+04, 0.00000000000000000e+00, 838577713, 4.09599951171875000e+03, 1.31448091773194578e+07, 8034353403
24, 176742582567176, 1.89187148437500000e+04, 0.00000000000000000e+00, 538902767687, 4.09600000000000000e+03, 1.31448616195066441e+07, 1197103090, 1.89187148437500000e+04, 0.00000000000000000e+00, 313439352, 1.89187148437500000e+04, 0.00000000000000000e+00,  9934576290, 1.89187148437500000e+04, 0.00000000000000000e+00, 7200379427, 1.89187148437500000e+04, 0.00000000000000000e+00, 10537612192, 1.89187148437500000e+04, 0.00000000000000000e+00, 1699989344, 1.89187148437500000e+04, 0.00000000000000000e+00,  982859965, 1.89187148437500000e+04, 0.00000000000000000e+00, 842621208, 4.09599951171875000e+03, 1.31448620525170285e+07, 8048984233
25, 114328562737265, 1.89185605468750000e+04, 0.00000000000000000e+00, 538783171100, 4.09600000000000000e+03, 1.31448319945820402e+07, 1197392670, 1.89185605468750000e+04, 0.00000000000000000e+00, 310716565, 1.89185605468750000e+04, 0.00000000000000000e+00,  9919447225, 1.89185605468750000e+04, 0.00000000000000000e+00, 7205391931, 1.89185605468750000e+04, 0.00000000000000000e+00, 10543905382, 1.89185605468750000e+04, 0.00000000000000000e+00, 1708171055, 1.89185585937500000e+04, 1.73205566664598454e+00,  990780574, 1.89185605468750000e+04, 0.00000000000000000e+00, 847926747, 4.09599951171875000e+03, 1.31448324275959563e+07, 8042029678
26, 174652653472508, 1.89185195312500000e+04, 0.00000000000000000e+00, 538871818777, 4.09600000000000000e+03, 1.31448241195207816e+07, 1195616005, 1.89185195312500000e+04, 0.00000000000000000e+00, 314320499, 1.89185195312500000e+04, 0.00000000000000000e+00,  9909120533, 1.89185195312500000e+04, 0.00000000000000000e+00, 7213497887, 1.89185195312500000e+04, 0.00000000000000000e+00, 10549322317, 1.89185195312500000e+04, 0.00000000000000000e+00, 1700248281, 1.89185195312500000e+04, 0.00000000000000000e+00,  986805896, 1.89185195312500000e+04, 0.00000000000000000e+00, 851426773, 4.09599951171875000e+03, 1.31448245525356382e+07, 8028373137
27, 209031429304191, 1.89184687500000000e+04, 0.00000000000000000e+00, 539282647470, 4.09600000000000000e+03, 1.31448143693976291e+07, 1194764493, 1.89184687500000000e+04, 0.00000000000000000e+00, 314832618, 1.89184687500000000e+04, 0.00000000000000000e+00,  9913327720, 1.89184687500000000e+04, 0.00000000000000000e+00, 7210585195, 1.89184687500000000e+04, 0.00000000000000000e+00, 10543276597, 1.89184687500000000e+04, 0.00000000000000000e+00, 1704524553, 1.89184687500000000e+04, 0.00000000000000000e+00,  981716606, 1.89184687500000000e+04, 0.00000000000000000e+00, 839439853, 4.09599951171875000e+03, 1.31448148024136461e+07, 8033570444
28,  77925623070312, 1.89187656250000000e+04, 0.00000000000000000e+00, 538796402941, 4.09600000000000000e+03, 1.31448713693761397e+07, 1196473997, 1.89187656250000000e+04, 0.00000000000000000e+00, 311874594, 1.89187656250000000e+04, 0.00000000000000000e+00,  9953497793, 1.89187656250000000e+04, 0.00000000000000000e+00, 7203245333, 1.89187656250000000e+04, 0.00000000000000000e+00, 10528323096, 1.89187675781250000e+04, 1.73203689128106109e+00, 1700382383, 1.89187656250000000e+04, 0.00000000000000000e+00,  984883048, 1.89187656250000000e+04, 0.00000000000000000e+00, 836864211, 4.09599951171875000e+03, 1.31448718023853637e+07, 8034231992
29,  78828782895247, 1.89189980468750000e+04, 0.00000000000000000e+00, 540097865965, 4.09600000000000000e+03, 1.31449159931108430e+07, 1197587797, 1.89189980468750000e+04, 0.00000000000000000e+00, 314538248, 1.89189960937500000e+04, 1.73201561302621676e+00,  9926143271, 1.89189960937500000e+04, 1.73201561302621676e+00, 7201535168, 1.89189980468750000e+04, 0.00000000000000000e+00, 10535927105, 1.89189980468750000e+04, 0.00000000000000000e+00, 1703217821, 1.89189980468750000e+04, 0.00000000000000000e+00,  987281147, 1.89189980468750000e+04, 0.00000000000000000e+00, 843181180, 4.09599951171875000e+03, 1.31449164261147473e+07, 8030815135
30, 178392018673735, 1.89185976562500000e+04, 0.00000000000000000e+00, 538889751314, 4.09600000000000000e+03, 1.31448391196080409e+07, 1196920704, 1.89185976562500000e+04, 0.00000000000000000e+00, 311520076, 1.89185976562500000e+04, 0.00000000000000000e+00,  9920672130, 1.89185976562500000e+04, 0.00000000000000000e+00, 7202747904, 1.89185976562500000e+04, 0.00000000000000000e+00, 10539264407, 1.89185957031250000e+04, 1.73205226916883426e+00, 1698623837, 1.89185957031250000e+04, 1.73205226916883426e+00,  984850805, 1.89185976562500000e+04, 0.00000000000000000e+00, 838549222, 4.09599951171875000e+03, 1.31448395526211075e+07, 8052833119
31, 228502501109146, 1.89186699218750000e+04, 0.00000000000000000e+00, 542098180710, 4.09600000000000000e+03, 1.31448529945784584e+07, 1203728489, 1.89186699218750000e+04, 0.00000000000000000e+00, 354837854, 1.89186699218750000e+04, 0.00000000000000000e+00, 10012438157, 1.89186699218750000e+04, 0.00000000000000000e+00, 7227266334, 1.89186679687500000e+04, 1.73204565306737024e+00, 10530616562, 1.89186679687500000e+04, 1.73204565306737024e+00, 1703111798, 1.89186699218750000e+04, 0.00000000000000000e+00,  985315470, 1.89186679687500000e+04, 1.73204565306737024e+00, 847397271, 4.09599951171875000e+03, 1.31448534275898710e+07, 8027671997
